activity,subject,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128
5,1,0.0001808515,0.01013856,0.009275574,0.005065897,0.01081025,0.004045101,0.004757375,0.006213647,0.003306744,0.007571941,0.005407117,0.006221276,0.006895028,0.00461026,0.007331333,0.005077667,0.005762556,0.006692748,0.005443238,0.008240952,0.006506451,0.006531523,0.007422441,0.005771769,0.006240187,0.004622982,0.004832962,0.005498746,0.004341186,0.005098018,0.004268742,0.003045187,0.003204192,0.0045204,0.005127211,0.003549791,0.004234233,0.00446867,0.003572702,0.005136278,0.005379786,0.00440852,0.002244039,-0.001183598,-0.0006795342,0.002281389,0.003653728,0.002312639,-0.00004042194,0.0005342254,0.002963263,0.004399468,0.002702339,0.000345231,0.002916911,0.004978556,0.00344687,0.004378151,0.00500617,0.001996795,-0.0004718596,-0.0007555679,-0.00152817,-0.002391153,0.001093752,0.004550077,0.002879173,0.002247428,0.003304683,0.002415886,0.001618559,0.0009813523,0.00000888533,-0.0003627647,-0.0004870227,-0.0003559582,-0.0002291606,-0.0001311498,-0.000441148,-0.001565163,-0.0009294028,0.000008719952,-0.001236221,-0.0009112467,-0.0004350345,-0.001176794,0.0001646136,0.000750828,0.0003886628,0.001327517,0.002052525,0.002737531,0.002742893,0.001330037,-0.0003669915,-0.0007216569,-0.001903602,-0.004294253,-0.00002508177,0.005250842,0.002489833,0.0008106328,0.001166027,-0.0006930307,-0.00007724243,0.0005036869,-0.000494603,0.0001562458,0.00006459274,-0.0003200566,0.000185352,-0.0003749041,-0.001012818,-0.00161137,-0.00176494,-0.0006357269,0.001047456,0.003018694,0.001412165,-0.00150914,0.00006024601,0.0004354225,-0.0008185338,0.0002276555,-0.0002998938,-0.001147484,-0.0002222655,0.0015755
5,1,0.001093752,0.004550077,0.002879173,0.002247428,0.003304683,0.002415886,0.001618559,0.0009813523,0.00000888533,-0.0003627647,-0.0004870227,-0.0003559582,-0.0002291606,-0.0001311498,-0.000441148,-0.001565163,-0.0009294028,0.000008719952,-0.001236221,-0.0009112467,-0.0004350345,-0.001176794,0.0001646136,0.000750828,0.0003886628,0.001327517,0.002052525,0.002737531,0.002742893,0.001330037,-0.0003669915,-0.0007216569,-0.001903602,-0.004294253,-0.00002508177,0.005250842,0.002489833,0.0008106328,0.001166027,-0.0006930307,-0.00007724243,0.0005036869,-0.000494603,0.0001562458,0.00006459274,-0.0003200566,0.000185352,-0.0003749041,-0.001012818,-0.00161137,-0.00176494,-0.0006357269,0.001047456,0.003018694,0.001412165,-0.00150914,0.00006024601,0.0004354225,-0.0008185338,0.0002276555,-0.0002998938,-0.001147484,-0.0002222655,0.0015755,0.003531266,0.002285063,-0.0004197538,-0.003737739,-0.006706148,-0.003148451,0.0007325377,0.0006681351,0.002162164,-0.0009459388,-0.006476143,-0.003423333,-0.0006099271,-0.002929186,-0.001795917,0.0009556778,0.002311049,0.002537544,0.001180425,0.001217372,0.0008693696,0.0006858825,0.002155518,0.000477616,-0.001506008,-0.002104581,-0.001493761,0.002181094,0.002875756,0.0008713169,-0.000392094,-0.0005690234,0.0005687418,-0.001176213,-0.001957435,-0.0004714654,0.0002080969,0.003379712,0.004829054,0.003379863,0.001088405,-0.001249106,0.0003869506,0.0005329486,-0.0006785637,0.0005940894,-0.00008355098,-0.0001416913,0.0007844182,0.001506924,0.003385515,0.002165718,0.0004222097,0.0008543096,-0.0001038208,-0.0001413944,0.001332858,0.001540863,0.001077121,-0.0007355342,-0.003766729,-0.004646144,-0.002941333,-0.001598751
5,1,0.003531266,0.002285063,-0.0004197538,-0.003737739,-0.006706148,-0.003148451,0.0007325377,0.0006681351,0.002162164,-0.0009459388,-0.006476143,-0.003423333,-0.0006099271,-0.002929186,-0.001795917,0.0009556778,0.002311049,0.002537544,0.001180425,0.001217372,0.0008693696,0.0006858825,0.002155518,0.000477616,-0.001506008,-0.002104581,-0.001493761,0.002181094,0.002875756,0.0008713169,-0.000392094,-0.0005690234,0.0005687418,-0.001176213,-0.001957435,-0.0004714654,0.0002080969,0.003379712,0.004829054,0.003379863,0.001088405,-0.001249106,0.0003869506,0.0005329486,-0.0006785637,0.0005940894,-0.00008355098,-0.0001416913,0.0007844182,0.001506924,0.003385515,0.002165718,0.0004222097,0.0008543096,-0.0001038208,-0.0001413944,0.001332858,0.001540863,0.001077121,-0.0007355342,-0.003766729,-0.004646144,-0.002941333,-0.001598751,-0.001772352,-0.001311448,0.0003876795,0.0004081084,-0.0003554848,0.000998156,0.001109318,-0.00314936,-0.008882086,-0.01048281,-0.004481786,0.004527594,0.008166536,0.002929029,-0.004486608,-0.004716759,-0.001637127,-0.00009695961,0.001614149,0.002618655,0.004764628,0.005850534,0.002578509,0.0006765935,0.002137831,0.003519407,0.002715181,0.002370056,0.00329938,0.002356592,0.001481288,-0.0003403578,-0.002201276,0.0001238908,0.002344658,0.002705566,0.001281408,-0.0009489518,0.0008901394,0.004952111,0.007314656,0.004242222,-0.002776261,-0.004625377,-0.001945381,0.002561209,0.007382496,0.005729969,0.002901375,0.002895701,0.0005331674,0.0005518312,0.001286363,-0.0009255617,0.0006607596,0.001852535,-0.0002675897,-0.000394315,-0.0002794942,-0.0003163743,0.0001438252,0.001245999,0.003116783,0.002177658
5,1,-0.001772352,-0.001311448,0.0003876795,0.0004081084,-0.0003554848,0.000998156,0.001109318,-0.00314936,-0.008882086,-0.01048281,-0.004481786,0.004527594,0.008166536,0.002929029,-0.004486608,-0.004716759,-0.001637127,-0.00009695961,0.001614149,0.002618655,0.004764628,0.005850534,0.002578509,0.0006765935,0.002137831,0.003519407,0.002715181,0.002370056,0.00329938,0.002356592,0.001481288,-0.0003403578,-0.002201276,0.0001238908,0.002344658,0.002705566,0.001281408,-0.0009489518,0.0008901394,0.004952111,0.007314656,0.004242222,-0.002776261,-0.004625377,-0.001945381,0.002561209,0.007382496,0.005729969,0.002901375,0.002895701,0.0005331674,0.0005518312,0.001286363,-0.0009255617,0.0006607596,0.001852535,-0.0002675897,-0.000394315,-0.0002794942,-0.0003163743,0.0001438252,0.001245999,0.003116783,0.002177658,0.00008747685,-0.0002719175,0.001022103,0.003126034,0.002283709,0.0008851379,0.001932655,0.002270077,0.00224728,0.002175194,0.00174963,0.001420277,0.0002974045,0.0006647435,0.001911122,0.00177805,0.001086774,-0.0007161655,-0.001347448,-0.0003844911,-0.0001346739,0.000665801,0.0006559516,0.0002208732,0.001470475,0.001643769,-0.0001056598,-0.001682545,-0.001165447,0.0002412968,0.0002161622,-0.0001016283,-0.001545708,-0.003518027,-0.003203586,-0.002375635,-0.001825478,-0.001753681,-0.002503634,-0.002611855,-0.002714869,-0.001748359,0.00006586793,-0.00004951748,-0.0008981547,-0.001478435,-0.0006984065,0.000440915,-0.001206032,-0.002606733,-0.001985628,-0.001229639,-0.001129047,-0.001333723,0.000458441,0.002102873,0.001358386,0.0008196291,-0.0002116411,-0.001914734,-0.001631468,-0.0008671074,-0.001171848,-0.00002791736
5,1,0.00008747685,-0.0002719175,0.001022103,0.003126034,0.002283709,0.0008851379,0.001932655,0.002270077,0.00224728,0.002175194,0.00174963,0.001420277,0.0002974045,0.0006647435,0.001911122,0.00177805,0.001086774,-0.0007161655,-0.001347448,-0.0003844911,-0.0001346739,0.000665801,0.0006559516,0.0002208732,0.001470475,0.001643769,-0.0001056598,-0.001682545,-0.001165447,0.0002412968,0.0002161622,-0.0001016283,-0.001545708,-0.003518027,-0.003203586,-0.002375635,-0.001825478,-0.001753681,-0.002503634,-0.002611855,-0.002714869,-0.001748359,0.00006586793,-0.00004951748,-0.0008981547,-0.001478435,-0.0006984065,0.000440915,-0.001206032,-0.002606733,-0.001985628,-0.001229639,-0.001129047,-0.001333723,0.000458441,0.002102873,0.001358386,0.0008196291,-0.0002116411,-0.001914734,-0.001631468,-0.0008671074,-0.001171848,-0.00002791736,0.0005251613,-0.001863282,-0.001510231,0.001268348,0.001541097,0.0005468387,-0.001071298,-0.001719939,-0.000892265,-0.00125737,-0.001303539,-0.0009810208,-0.001318244,-0.001064263,-0.0003996915,0.002376535,0.005649551,0.004638576,0.001716622,-0.002094235,-0.006847138,-0.005862443,-0.002603416,-0.003230325,-0.001015248,0.001831808,0.001168786,0.0003623691,-0.00258719,-0.002581358,0.001470366,0.003025514,0.003733795,0.001870401,-0.0002119793,0.000944617,0.001955521,0.002602464,0.001366131,0.00066534,-0.0004588274,-0.004151469,-0.003591311,-0.001327598,-0.0001526874,0.001043492,0.0004073703,-0.0006137262,-0.00285751,-0.003824228,-0.001411447,0.00076549,0.001152786,0.0006270881,0.002528812,0.003517868,-0.0002480847,-0.002760569,0.0002524125,0.003752424,0.001626126,-0.0006975301,-0.001223266,-0.003328365
5,1,0.0005251613,-0.001863282,-0.001510231,0.001268348,0.001541097,0.0005468387,-0.001071298,-0.001719939,-0.000892265,-0.00125737,-0.001303539,-0.0009810208,-0.001318244,-0.001064263,-0.0003996915,0.002376535,0.005649551,0.004638576,0.001716622,-0.002094235,-0.006847138,-0.005862443,-0.002603416,-0.003230325,-0.001015248,0.001831808,0.001168786,0.0003623691,-0.00258719,-0.002581358,0.001470366,0.003025514,0.003733795,0.001870401,-0.0002119793,0.000944617,0.001955521,0.002602464,0.001366131,0.00066534,-0.0004588274,-0.004151469,-0.003591311,-0.001327598,-0.0001526874,0.001043492,0.0004073703,-0.0006137262,-0.00285751,-0.003824228,-0.001411447,0.00076549,0.001152786,0.0006270881,0.002528812,0.003517868,-0.0002480847,-0.002760569,0.0002524125,0.003752424,0.001626126,-0.0006975301,-0.001223266,-0.003328365,-0.003654856,-0.004025742,-0.001259359,0.003869502,-0.0003567132,-0.003668422,0.001827122,0.004988675,0.005165277,0.004630111,0.002863857,0.001839746,0.001683657,0.001762581,0.001165277,0.0008294013,-0.0006768157,-0.003177759,-0.001797439,-0.0004961367,-0.00123825,-0.001093717,-0.002441468,-0.002222092,-0.0005137344,-0.0008655354,-0.0004624081,-0.0006526257,-0.00094769,-0.0003152972,-0.0009460014,-0.0006348111,-0.0003534628,0.0001195098,0.002107829,0.002158992,0.001069389,0.0004533226,0.000547533,0.0009768949,0.0005053735,0.0006901053,0.0006513705,-0.0002122992,0.00005325779,0.0009846423,0.001843472,0.002128075,0.002134085,0.002076799,0.001932855,0.001843018,0.0002104016,-0.00151946,-0.002054692,-0.003916512,-0.00533762,-0.003200358,-0.001148032,-0.002086787,-0.001670249,0.000127577,0.0001994847,0.00168999
5,1,-0.003654856,-0.004025742,-0.001259359,0.003869502,-0.0003567132,-0.003668422,0.001827122,0.004988675,0.005165277,0.004630111,0.002863857,0.001839746,0.001683657,0.001762581,0.001165277,0.0008294013,-0.0006768157,-0.003177759,-0.001797439,-0.0004961367,-0.00123825,-0.001093717,-0.002441468,-0.002222092,-0.0005137344,-0.0008655354,-0.0004624081,-0.0006526257,-0.00094769,-0.0003152972,-0.0009460014,-0.0006348111,-0.0003534628,0.0001195098,0.002107829,0.002158992,0.001069389,0.0004533226,0.000547533,0.0009768949,0.0005053735,0.0006901053,0.0006513705,-0.0002122992,0.00005325779,0.0009846423,0.001843472,0.002128075,0.002134085,0.002076799,0.001932855,0.001843018,0.0002104016,-0.00151946,-0.002054692,-0.003916512,-0.00533762,-0.003200358,-0.001148032,-0.002086787,-0.001670249,0.000127577,0.0001994847,0.00168999,0.003775996,0.004262772,0.004896361,0.003658774,0.001016731,-0.0003531362,-0.002136899,-0.00416734,-0.003278182,0.0005425882,0.002926336,0.0016129,-0.001168485,-0.002300855,0.0003011831,0.003511004,0.003901537,0.003858304,0.001856708,-0.00251569,-0.00211447,-0.0002998241,-0.001531938,-0.0005366247,-0.0005415082,-0.001369468,0.0008361617,0.001445501,0.002079235,0.002467277,0.00199794,0.003284377,0.002359693,0.002063116,0.001567516,-0.003373243,-0.005558123,-0.002391294,0.002193574,0.002702919,0.000591852,0.0004693607,-0.001247621,-0.0005315984,0.002499312,0.001432093,0.000450349,-0.001385298,-0.003409568,-0.00210677,-0.002228529,-0.002719265,-0.002015268,-0.001102788,0.001918344,0.004259924,0.004069331,0.00394013,0.003126212,0.0009943442,0.00133505,0.002969884,0.003930485,0.006637327
5,1,0.003775996,0.004262772,0.004896361,0.003658774,0.001016731,-0.0003531362,-0.002136899,-0.00416734,-0.003278182,0.0005425882,0.002926336,0.0016129,-0.001168485,-0.002300855,0.0003011831,0.003511004,0.003901537,0.003858304,0.001856708,-0.00251569,-0.00211447,-0.0002998241,-0.001531938,-0.0005366247,-0.0005415082,-0.001369468,0.0008361617,0.001445501,0.002079235,0.002467277,0.00199794,0.003284377,0.002359693,0.002063116,0.001567516,-0.003373243,-0.005558123,-0.002391294,0.002193574,0.002702919,0.000591852,0.0004693607,-0.001247621,-0.0005315984,0.002499312,0.001432093,0.000450349,-0.001385298,-0.003409568,-0.00210677,-0.002228529,-0.002719265,-0.002015268,-0.001102788,0.001918344,0.004259924,0.004069331,0.00394013,0.003126212,0.0009943442,0.00133505,0.002969884,0.003930485,0.006637327,0.006200004,0.002632637,0.001307708,-0.000195084,0.0008006538,0.002720865,0.001101173,0.001541667,0.002010863,0.000754012,0.00009761475,-0.00167856,-0.000698675,0.001058695,-0.0002394732,0.0003060847,0.002165138,0.002936449,0.002231776,-0.0001578986,-0.00308829,-0.006030253,-0.003858783,0.0005695595,-0.001602621,-0.002547936,-0.0004121844,-0.002046599,-0.001917794,-0.001867072,-0.003866251,-0.002742015,-0.002602022,-0.001980777,0.001679416,0.003066472,0.001766831,0.0004393357,0.0008215501,-0.0002819351,-0.002678669,-0.001630155,-0.00122692,-0.00212432,-0.001462141,-0.001662509,-0.001820733,-0.001340795,-0.0008809849,-0.0001601441,-0.001033348,-0.002551273,-0.003397929,-0.00456759,-0.003777811,-0.001358797,-0.001741503,-0.003701668,-0.004330329,-0.002886093,-0.0006407302,-0.001410628,-0.00218705,-0.0009606813
5,1,0.006200004,0.002632637,0.001307708,-0.000195084,0.0008006538,0.002720865,0.001101173,0.001541667,0.002010863,0.000754012,0.00009761475,-0.00167856,-0.000698675,0.001058695,-0.0002394732,0.0003060847,0.002165138,0.002936449,0.002231776,-0.0001578986,-0.00308829,-0.006030253,-0.003858783,0.0005695595,-0.001602621,-0.002547936,-0.0004121844,-0.002046599,-0.001917794,-0.001867072,-0.003866251,-0.002742015,-0.002602022,-0.001980777,0.001679416,0.003066472,0.001766831,0.0004393357,0.0008215501,-0.0002819351,-0.002678669,-0.001630155,-0.00122692,-0.00212432,-0.001462141,-0.001662509,-0.001820733,-0.001340795,-0.0008809849,-0.0001601441,-0.001033348,-0.002551273,-0.003397929,-0.00456759,-0.003777811,-0.001358797,-0.001741503,-0.003701668,-0.004330329,-0.002886093,-0.0006407302,-0.001410628,-0.00218705,-0.0009606813,-0.001649368,-0.001684421,-0.001073467,-0.001573122,-0.0003736874,0.0001714045,-0.0009530404,-0.001406401,-0.0003897182,0.001565337,0.001584039,0.0004869318,0.00003327841,0.00003301669,0.0005039246,-0.000002943689,-0.0006934356,-0.0007670317,0.0004488524,0.002608663,0.001941501,0.001230269,0.002130045,0.0006641361,-0.0008414652,-0.0009666665,-0.0006313658,0.001148866,0.002414978,0.001951365,0.001020697,0.001289633,0.002353963,0.001780285,-0.0002928973,-0.002942446,-0.003535288,0.0004396191,0.004127751,0.002651998,-0.000555065,-0.000903392,0.0003641134,0.00100066,0.0004835829,-0.001474384,-0.003180918,-0.002957802,-0.001288386,0.0005718605,0.003486015,0.005834259,0.002743557,-0.0009197541,-0.0007138869,-0.0003748664,0.001171485,0.002781842,0.002260647,0.002819735,0.003862961,0.003974848,0.005003374,0.006896555
5,1,-0.001649368,-0.001684421,-0.001073467,-0.001573122,-0.0003736874,0.0001714045,-0.0009530404,-0.001406401,-0.0003897182,0.001565337,0.001584039,0.0004869318,0.00003327841,0.00003301669,0.0005039246,-0.000002943689,-0.0006934356,-0.0007670317,0.0004488524,0.002608663,0.001941501,0.001230269,0.002130045,0.0006641361,-0.0008414652,-0.0009666665,-0.0006313658,0.001148866,0.002414978,0.001951365,0.001020697,0.001289633,0.002353963,0.001780285,-0.0002928973,-0.002942446,-0.003535288,0.0004396191,0.004127751,0.002651998,-0.000555065,-0.000903392,0.0003641134,0.00100066,0.0004835829,-0.001474384,-0.003180918,-0.002957802,-0.001288386,0.0005718605,0.003486015,0.005834259,0.002743557,-0.0009197541,-0.0007138869,-0.0003748664,0.001171485,0.002781842,0.002260647,0.002819735,0.003862961,0.003974848,0.005003374,0.006896555,0.005324701,-0.0006676118,-0.004664309,-0.001731485,0.004495497,0.005397644,0.002472297,0.00198941,0.003476208,0.005611737,0.003655807,-0.002355231,-0.006467178,-0.006979434,-0.005180861,-0.004203434,0.0006893076,0.005700629,0.002489629,0.002933737,0.006825074,0.00689128,0.00602398,0.003200422,0.003174478,0.003663572,0.001599877,0.001670549,-0.0003439474,-0.0006970339,0.0007496427,-0.003294898,-0.007816719,-0.009267778,-0.00228332,0.007276387,0.00457382,0.002272845,0.006299183,0.004805501,0.001813678,-0.0008470811,-0.003020043,-0.001121771,-0.00164271,-0.003302722,-0.002655816,-0.002488423,-0.0000108106,0.002842463,0.003991393,0.00408053,0.001944938,0.000860951,-0.001135598,-0.003872253,-0.00277639,-0.0006455249,0.001448874,0.001281741,-0.0004820165,-0.0005862241,-0.00253936,-0.002741935
