activity,subject,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128
5,1,0.05556068,0.05512483,0.04840473,0.04977497,0.04301314,0.04472929,0.04371898,0.03537854,0.03118777,0.02356719,0.02100047,0.016147,0.0119325,0.01503767,0.01342049,0.01004153,0.005198976,0.004417609,0.005115478,0.001132596,0.002293523,0.0009631305,-0.002421895,-0.002543873,-0.005352179,-0.006410035,-0.007964334,-0.01074676,-0.01239215,-0.01606806,-0.01952699,-0.02220555,-0.02264173,-0.02207232,-0.02033109,-0.01490971,-0.01410745,-0.01509571,-0.01274282,-0.01528553,-0.02040135,-0.02351049,-0.02482573,-0.024356,-0.02528921,-0.02351453,-0.01848243,-0.01730019,-0.01922518,-0.02209267,-0.02442541,-0.02855689,-0.03300622,-0.02600015,-0.0178653,-0.02302448,-0.02613965,-0.02246608,-0.02384026,-0.02596191,-0.025649,-0.02645046,-0.02601143,-0.02651972,-0.02685954,-0.02509841,-0.02597534,-0.02619276,-0.02584064,-0.02632141,-0.02472722,-0.02471338,-0.02340456,-0.01992557,-0.01898631,-0.01853955,-0.01844216,-0.01773727,-0.01743881,-0.01881304,-0.01693978,-0.01448156,-0.01627775,-0.01730822,-0.01458218,-0.01445833,-0.01507422,-0.01201679,-0.01171715,-0.01142364,-0.009459552,-0.009971836,-0.01041719,-0.01438429,-0.01968247,-0.01958932,-0.01587042,-0.01274419,-0.01373885,-0.013018,-0.009259257,-0.00753524,-0.00754386,-0.01017443,-0.01093676,-0.0069656,-0.002073686,-0.0003726777,-0.003797477,-0.005405762,-0.003975261,-0.004314681,-0.004936361,-0.004429086,-0.003492312,-0.003647089,-0.002951549,-0.0007014659,0.0003388346,-0.0008417306,-0.005925807,-0.01006841,-0.008023282,-0.003412107,0.0003589624,0.002647864,0.002381057,-0.002269757
5,1,-0.02685954,-0.02509841,-0.02597534,-0.02619276,-0.02584064,-0.02632141,-0.02472722,-0.02471338,-0.02340456,-0.01992557,-0.01898631,-0.01853955,-0.01844216,-0.01773727,-0.01743881,-0.01881304,-0.01693978,-0.01448156,-0.01627775,-0.01730822,-0.01458218,-0.01445833,-0.01507422,-0.01201679,-0.01171715,-0.01142364,-0.009459552,-0.009971836,-0.01041719,-0.01438429,-0.01968247,-0.01958932,-0.01587042,-0.01274419,-0.01373885,-0.013018,-0.009259257,-0.00753524,-0.00754386,-0.01017443,-0.01093676,-0.0069656,-0.002073686,-0.0003726777,-0.003797477,-0.005405762,-0.003975261,-0.004314681,-0.004936361,-0.004429086,-0.003492312,-0.003647089,-0.002951549,-0.0007014659,0.0003388346,-0.0008417306,-0.005925807,-0.01006841,-0.008023282,-0.003412107,0.0003589624,0.002647864,0.002381057,-0.002269757,-0.005914581,-0.004138911,-0.0005428851,0.003489608,0.001409457,-0.007744609,-0.01362096,-0.01459605,-0.01424104,-0.01345656,-0.007689982,-0.001351084,-0.003900881,-0.006647453,-0.006077766,-0.00255935,0.003613836,0.001100876,-0.001726151,0.001531361,0.000343686,0.0003156778,0.003154938,0.00358997,0.003908347,0.003834949,0.005438504,0.00715756,0.004773999,0.004065049,0.008578893,0.01266003,0.01145131,0.008438243,0.003287705,-0.005848621,-0.004732767,0.003878565,0.003911876,0.006074902,0.0116915,0.0105467,0.00785277,0.005076829,0.006815634,0.01149356,0.01039708,0.0107033,0.01004789,0.006209734,0.007604412,0.007845356,0.004790369,0.002445396,0.001235987,0.005392138,0.008540296,0.001849718,-0.004121458,0.001457857,0.005746104,-0.0002996671,-0.004886324,-0.003397195
5,1,-0.005914581,-0.004138911,-0.0005428851,0.003489608,0.001409457,-0.007744609,-0.01362096,-0.01459605,-0.01424104,-0.01345656,-0.007689982,-0.001351084,-0.003900881,-0.006647453,-0.006077766,-0.00255935,0.003613836,0.001100876,-0.001726151,0.001531361,0.000343686,0.0003156778,0.003154938,0.00358997,0.003908347,0.003834949,0.005438504,0.00715756,0.004773999,0.004065049,0.008578893,0.01266003,0.01145131,0.008438243,0.003287705,-0.005848621,-0.004732767,0.003878565,0.003911876,0.006074902,0.0116915,0.0105467,0.00785277,0.005076829,0.006815634,0.01149356,0.01039708,0.0107033,0.01004789,0.006209734,0.007604412,0.007845356,0.004790369,0.002445396,0.001235987,0.005392138,0.008540296,0.001849718,-0.004121458,0.001457857,0.005746104,-0.0002996671,-0.004886324,-0.003397195,0.001053255,0.001227295,-0.006004362,-0.008042814,-0.006045211,-0.005614841,-0.00293945,-0.001349962,0.001680984,0.003860562,0.0007004927,-0.001355933,-0.003865603,-0.003100434,0.002034798,0.00191186,-0.0002527149,-0.002242471,-0.004317535,-0.007194851,-0.01268424,-0.01146728,-0.00675649,-0.005141939,-0.002170144,-0.005914338,-0.01268042,-0.01040767,-0.006662952,-0.003185698,-0.0005089494,-0.002894676,-0.006234218,-0.01080015,-0.01102115,-0.005668005,-0.003917785,-0.001011636,0.0002167201,-0.002559828,0.0004190649,0.000559708,-0.001983923,0.0007610699,-0.001848909,-0.007844772,-0.009795951,-0.008854368,-0.004676575,-0.002419232,-0.001374871,-0.001094204,-0.007384436,-0.01219319,-0.009649446,-0.007768295,-0.01030535,-0.0126113,-0.01272897,-0.01320838,-0.01260342,-0.01144203,-0.0120302,-0.01278381
5,1,0.001053255,0.001227295,-0.006004362,-0.008042814,-0.006045211,-0.005614841,-0.00293945,-0.001349962,0.001680984,0.003860562,0.0007004927,-0.001355933,-0.003865603,-0.003100434,0.002034798,0.00191186,-0.0002527149,-0.002242471,-0.004317535,-0.007194851,-0.01268424,-0.01146728,-0.00675649,-0.005141939,-0.002170144,-0.005914338,-0.01268042,-0.01040767,-0.006662952,-0.003185698,-0.0005089494,-0.002894676,-0.006234218,-0.01080015,-0.01102115,-0.005668005,-0.003917785,-0.001011636,0.0002167201,-0.002559828,0.0004190649,0.000559708,-0.001983923,0.0007610699,-0.001848909,-0.007844772,-0.009795951,-0.008854368,-0.004676575,-0.002419232,-0.001374871,-0.001094204,-0.007384436,-0.01219319,-0.009649446,-0.007768295,-0.01030535,-0.0126113,-0.01272897,-0.01320838,-0.01260342,-0.01144203,-0.0120302,-0.01278381,-0.01333336,-0.01494756,-0.01567863,-0.009798396,-0.004299102,-0.004327871,-0.003051223,-0.004402753,-0.005266994,-0.004967437,-0.008718724,-0.01068917,-0.01403569,-0.01036725,-0.000379592,-0.001602285,-0.002729778,-0.002116936,-0.007119986,-0.009632604,-0.00875597,-0.008067118,-0.01012461,-0.00958633,-0.008028755,-0.009118071,-0.004791155,-0.001709156,-0.003645468,-0.005548018,-0.007449106,-0.00578841,-0.004541142,-0.006060352,-0.005563816,-0.001605122,0.002886305,0.001925585,-0.0006791725,-0.001627006,-0.003674206,-0.005533498,-0.00892129,-0.01131816,-0.0079675,-0.003316441,-0.0006254572,0.0003152164,-0.0004743121,-0.001904192,-0.002079963,0.001764932,0.006107054,0.004255723,0.001266921,0.0005853463,-0.002892971,-0.003828904,-0.001941031,-0.003551131,-0.002159595,-0.0003940891,-0.002793759,-0.004580604
5,1,-0.01333336,-0.01494756,-0.01567863,-0.009798396,-0.004299102,-0.004327871,-0.003051223,-0.004402753,-0.005266994,-0.004967437,-0.008718724,-0.01068917,-0.01403569,-0.01036725,-0.000379592,-0.001602285,-0.002729778,-0.002116936,-0.007119986,-0.009632604,-0.00875597,-0.008067118,-0.01012461,-0.00958633,-0.008028755,-0.009118071,-0.004791155,-0.001709156,-0.003645468,-0.005548018,-0.007449106,-0.00578841,-0.004541142,-0.006060352,-0.005563816,-0.001605122,0.002886305,0.001925585,-0.0006791725,-0.001627006,-0.003674206,-0.005533498,-0.00892129,-0.01131816,-0.0079675,-0.003316441,-0.0006254572,0.0003152164,-0.0004743121,-0.001904192,-0.002079963,0.001764932,0.006107054,0.004255723,0.001266921,0.0005853463,-0.002892971,-0.003828904,-0.001941031,-0.003551131,-0.002159595,-0.0003940891,-0.002793759,-0.004580604,-0.00711877,-0.004841466,0.00007030942,-0.0011547,-0.0001903532,0.001850681,0.001465595,0.003188663,0.003761192,0.005110368,0.005079206,-0.0006566486,-0.004240455,-0.003462091,-0.0008125733,-0.0002022334,-0.001741301,-0.000437716,-0.0003422085,0.0001075194,0.001570392,-0.0005767378,0.0003837423,0.001719729,-0.0005673437,-0.001543099,-0.004467129,-0.007987772,-0.006311026,-0.0003179276,0.001093917,-0.003047145,0.0001549576,0.003707599,0.001982817,0.003030031,-0.001505553,-0.005319741,0.000305779,0.002758171,0.0009610668,0.0005135863,0.005765977,0.009009467,-0.001348575,-0.009768125,-0.004445229,0.0008252128,-0.001452042,-0.0002670525,0.001310117,-0.002234113,0.001865797,0.005388221,0.003703873,0.005990563,0.004392823,0.002636752,0.002200908,-0.002683104,-0.00467376,-0.003001165,0.001062694,0.00447608
5,1,-0.00711877,-0.004841466,0.00007030942,-0.0011547,-0.0001903532,0.001850681,0.001465595,0.003188663,0.003761192,0.005110368,0.005079206,-0.0006566486,-0.004240455,-0.003462091,-0.0008125733,-0.0002022334,-0.001741301,-0.000437716,-0.0003422085,0.0001075194,0.001570392,-0.0005767378,0.0003837423,0.001719729,-0.0005673437,-0.001543099,-0.004467129,-0.007987772,-0.006311026,-0.0003179276,0.001093917,-0.003047145,0.0001549576,0.003707599,0.001982817,0.003030031,-0.001505553,-0.005319741,0.000305779,0.002758171,0.0009610668,0.0005135863,0.005765977,0.009009467,-0.001348575,-0.009768125,-0.004445229,0.0008252128,-0.001452042,-0.0002670525,0.001310117,-0.002234113,0.001865797,0.005388221,0.003703873,0.005990563,0.004392823,0.002636752,0.002200908,-0.002683104,-0.00467376,-0.003001165,0.001062694,0.00447608,0.002996058,0.0004254802,-0.001752486,-0.002626662,-0.0003930069,0.003017537,0.003711527,0.002748409,0.002479943,-0.000647986,-0.004378498,-0.004463447,-0.005402285,-0.007231584,-0.002298489,0.006096043,0.009313729,0.008637403,0.005420091,0.003412968,0.003603411,0.003410799,0.005874605,0.005999794,0.00658011,0.007801753,0.001242499,-0.001436031,-0.001368255,-0.003604136,-0.002024436,-0.001177405,0.0005045334,0.001333099,0.00343822,0.008104538,0.002552717,-0.002382414,0.0022579,0.005199312,0.005897183,0.005846743,0.002762621,0.001732923,0.006985448,0.01013372,0.00895107,0.007229368,0.001114042,-0.00351525,-0.0005974769,0.002328262,0.0007087687,0.000738545,0.003385119,0.002574029,0.003102175,0.003609374,-0.0003102931,-0.001113349,0.0006237569,0.002301397,0.002297385,0.001567649
5,1,0.002996058,0.0004254802,-0.001752486,-0.002626662,-0.0003930069,0.003017537,0.003711527,0.002748409,0.002479943,-0.000647986,-0.004378498,-0.004463447,-0.005402285,-0.007231584,-0.002298489,0.006096043,0.009313729,0.008637403,0.005420091,0.003412968,0.003603411,0.003410799,0.005874605,0.005999794,0.00658011,0.007801753,0.001242499,-0.001436031,-0.001368255,-0.003604136,-0.002024436,-0.001177405,0.0005045334,0.001333099,0.00343822,0.008104538,0.002552717,-0.002382414,0.0022579,0.005199312,0.005897183,0.005846743,0.002762621,0.001732923,0.006985448,0.01013372,0.00895107,0.007229368,0.001114042,-0.00351525,-0.0005974769,0.002328262,0.0007087687,0.000738545,0.003385119,0.002574029,0.003102175,0.003609374,-0.0003102931,-0.001113349,0.0006237569,0.002301397,0.002297385,0.001567649,0.002373217,-0.004166122,-0.009559368,0.000495425,0.01226367,0.01219097,0.005855352,-0.001844193,-0.008705112,-0.00122857,0.01330338,0.01336716,0.009187853,0.003860236,-0.005103804,-0.002283083,0.002900279,0.001523316,0.002667857,0.002526913,0.0009434037,0.001362186,0.001653491,0.00159997,0.0002116409,-0.0007585507,-0.002145441,-0.004615601,-0.005528712,-0.006646292,-0.003703678,0.0003100498,-0.00333652,-0.004888588,-0.0009541755,0.0005992664,-0.001024768,-0.003900926,-0.006561544,-0.009057406,-0.007405909,-0.004334047,-0.007013449,-0.007857408,-0.005614269,-0.005842396,-0.006093159,-0.007588381,-0.009292458,-0.008732271,-0.009950444,-0.01446111,-0.01881881,-0.01754788,-0.01172156,-0.008020586,-0.006602335,-0.006283266,-0.006518645,-0.005127053,-0.004944368,-0.006828751,-0.009403117,-0.01300563
5,1,0.002373217,-0.004166122,-0.009559368,0.000495425,0.01226367,0.01219097,0.005855352,-0.001844193,-0.008705112,-0.00122857,0.01330338,0.01336716,0.009187853,0.003860236,-0.005103804,-0.002283083,0.002900279,0.001523316,0.002667857,0.002526913,0.0009434037,0.001362186,0.001653491,0.00159997,0.0002116409,-0.0007585507,-0.002145441,-0.004615601,-0.005528712,-0.006646292,-0.003703678,0.0003100498,-0.00333652,-0.004888588,-0.0009541755,0.0005992664,-0.001024768,-0.003900926,-0.006561544,-0.009057406,-0.007405909,-0.004334047,-0.007013449,-0.007857408,-0.005614269,-0.005842396,-0.006093159,-0.007588381,-0.009292458,-0.008732271,-0.009950444,-0.01446111,-0.01881881,-0.01754788,-0.01172156,-0.008020586,-0.006602335,-0.006283266,-0.006518645,-0.005127053,-0.004944368,-0.006828751,-0.009403117,-0.01300563,-0.01063208,-0.004505436,-0.00531725,-0.008916809,-0.01239809,-0.01535907,-0.0152553,-0.01517392,-0.01414124,-0.01599075,-0.01970548,-0.01712305,-0.015299,-0.01483164,-0.0129403,-0.01306119,-0.01094027,-0.009279148,-0.01040655,-0.01138894,-0.01233719,-0.008842961,-0.00362341,-0.004684814,-0.01013758,-0.01332945,-0.01387966,-0.01409409,-0.01195714,-0.01182789,-0.01316513,-0.008817152,-0.005353338,-0.004299783,-0.003601465,-0.007106943,-0.008675503,-0.007421815,-0.008248011,-0.008769173,-0.008265123,-0.006476774,-0.003540238,-0.001404949,-0.001724332,-0.00347037,-0.003731849,-0.004300823,-0.004257386,-0.003145549,-0.003671238,-0.002440736,-0.001334304,-0.002739738,-0.002950567,-0.002666855,-0.002294199,-0.002563171,-0.004053244,-0.004997359,-0.004540712,-0.002525021,-0.002400478,-0.002895775
5,1,-0.01063208,-0.004505436,-0.00531725,-0.008916809,-0.01239809,-0.01535907,-0.0152553,-0.01517392,-0.01414124,-0.01599075,-0.01970548,-0.01712305,-0.015299,-0.01483164,-0.0129403,-0.01306119,-0.01094027,-0.009279148,-0.01040655,-0.01138894,-0.01233719,-0.008842961,-0.00362341,-0.004684814,-0.01013758,-0.01332945,-0.01387966,-0.01409409,-0.01195714,-0.01182789,-0.01316513,-0.008817152,-0.005353338,-0.004299783,-0.003601465,-0.007106943,-0.008675503,-0.007421815,-0.008248011,-0.008769173,-0.008265123,-0.006476774,-0.003540238,-0.001404949,-0.001724332,-0.00347037,-0.003731849,-0.004300823,-0.004257386,-0.003145549,-0.003671238,-0.002440736,-0.001334304,-0.002739738,-0.002950567,-0.002666855,-0.002294199,-0.002563171,-0.004053244,-0.004997359,-0.004540712,-0.002525021,-0.002400478,-0.002895775,-0.0008362784,-0.00009564553,0.0004098044,0.0026627,0.002614901,0.001618964,0.002712963,0.002718145,0.001142052,-0.002239441,-0.007046758,-0.005292962,-0.002056732,-0.00372445,0.0004477305,0.005687667,0.004063156,0.004766276,0.007473751,0.007720369,0.006585699,0.002881237,-0.0007316179,0.0002045442,0.003704196,0.004966663,0.003937171,0.0005479863,-0.004503058,-0.003004802,0.0005306789,-0.002302106,-0.002477481,-0.00178547,-0.0005874351,0.008742364,0.00969264,0.0006595531,-0.001936622,-0.00178965,-0.00110829,-0.000352747,-0.001310245,-0.001165852,-0.001136353,0.002082441,0.004853393,0.0003326837,-0.003431184,-0.003026126,-0.002927264,-0.004202101,-0.005714988,-0.006914901,-0.007220893,-0.005266041,-0.003498389,-0.003330692,-0.004600634,-0.00664623,-0.005188782,-0.0008673345,0.002046284,0.001599993
5,1,-0.0008362784,-0.00009564553,0.0004098044,0.0026627,0.002614901,0.001618964,0.002712963,0.002718145,0.001142052,-0.002239441,-0.007046758,-0.005292962,-0.002056732,-0.00372445,0.0004477305,0.005687667,0.004063156,0.004766276,0.007473751,0.007720369,0.006585699,0.002881237,-0.0007316179,0.0002045442,0.003704196,0.004966663,0.003937171,0.0005479863,-0.004503058,-0.003004802,0.0005306789,-0.002302106,-0.002477481,-0.00178547,-0.0005874351,0.008742364,0.00969264,0.0006595531,-0.001936622,-0.00178965,-0.00110829,-0.000352747,-0.001310245,-0.001165852,-0.001136353,0.002082441,0.004853393,0.0003326837,-0.003431184,-0.003026126,-0.002927264,-0.004202101,-0.005714988,-0.006914901,-0.007220893,-0.005266041,-0.003498389,-0.003330692,-0.004600634,-0.00664623,-0.005188782,-0.0008673345,0.002046284,0.001599993,0.0005772024,0.003105959,0.004696265,0.003498899,0.003788805,0.001873008,-0.007062486,-0.01524848,-0.009171761,0.00348892,0.005644855,0.004396615,0.004744473,0.004057722,0.00744128,0.007723042,0.004971631,0.003882407,-0.005813642,-0.01383714,-0.006453667,0.0002241131,-0.004150763,-0.005634876,-0.0002888583,0.0004089188,-0.0003652601,0.001113157,0.001095827,0.001994669,0.002861132,0.00383107,0.001755722,-0.00364372,-0.003440081,-0.003349177,-0.005894117,-0.005666604,-0.005656944,-0.005523061,-0.004838752,-0.001105227,0.007408448,0.01305994,0.01167788,0.00837046,0.008728276,0.005905797,-0.002363076,-0.006664491,-0.008242667,-0.004691195,0.004131544,0.005518315,0.004701708,0.009859043,0.01414327,0.01317406,0.01028684,0.01036238,0.009042878,0.007126426,0.00828202,0.005884502
